onset	duration	index
0	52	46
52	60	47
112	44	48
NaN	NaN	NaN
NaN	NaN	NaN
161	14	46
175	29	47
NaN	NaN	48
NaN	NaN	NaN
NaN	NaN	NaN
204	25	randall
229	15	jack
244	19	kate
263	9	kevin
